Unnamed: 0.1,Unnamed: 0,drug_row,drug_col,cell_line_name,split,COSMIC identifier,cid_row,cid_col,merged,ic50_row,ic50_col,css_ri,S_mean,synergy_zip,synergy_loewe,synergy_hsa,synergy_bliss
204,1416,"001, RAD",GEMCITABINE,UACC-257,3.0,905977,6442177,60750,001radgemcitabineuacc257,0.0625432680790611,0.0014135536512403,13.97,-1.328,-9.2443414721228,0.845651391767792,-26.1130916168791,-19.829476053121
340,2335,"001, RAD",RACEMIC-TASOCITINIB,A2058,2.0,906792,6442177,9818231,001radracemictasocitiniba2058,0.0521404234150911,4.90581928470539,31.872,22.791,18.2120273476476,10.1360404551415,14.2773703348776,17.5733469300964
341,2358,"001, RAD",RACEMIC-TASOCITINIB,LOX IMVI,2.0,905974,6442177,9818231,001radracemictasocitinibloximvi,0.0205060487305028,4.37786733427937,12.298,-23.2265,-19.9774480927919,-29.1130394664499,-42.1436914867734,-42.2335985980916
342,2362,"001, RAD",RACEMIC-TASOCITINIB,RPMI7951,2.0,910903,6442177,9818231,001radracemictasocitinibrpmi7951,0.0825077028384984,2.7586408766955,19.321,41.1475,39.768687443029,-8.82525670739751,8.46711203505057,61.1686921161683
343,2364,"001, RAD",RACEMIC-TASOCITINIB,SK-MEL-2,2.0,905955,6442177,9818231,001radracemictasocitinibskmel2,0.020009382027892,2.62424014776964,15.061,-1.6485,-6.97293937542782,-17.2250280143019,-7.1548846954504,-9.48381112414627
344,2365,"001, RAD",RACEMIC-TASOCITINIB,SK-MEL-5,2.0,905956,6442177,9818231,001radracemictasocitinibskmel5,0.0692257861166661,5.0,30.7425,14.6185,-8.80214877224359,-22.1721633176757,-13.107506311182,-11.587058306646
345,2367,"001, RAD",RACEMIC-TASOCITINIB,UACC-257,2.0,905977,6442177,9818231,001radracemictasocitinibuacc257,0.0632631063855449,3.74952988053026,14.007,14.7735,23.6470352393276,1.8930245039764,14.5764248537499,26.6171307103686
364,2505,"001, RAD",SNS-314,A2058,2.0,906792,6442177,24995524,001radsns314a2058,0.0521403460279218,0.0030872348070518,28.191,24.034,-9.26890056654545,3.39202128681268,4.85703192841146,18.0167748336621
365,2527,"001, RAD",SNS-314,LOX IMVI,2.0,905974,6442177,24995524,001radsns314loximvi,0.0205054168054987,0.0037722244678837,37.021,19.5415,-0.596641240600703,-4.48977814757418,-1.06634942592679,2.59620413629716
366,2531,"001, RAD",SNS-314,RPMI7951,2.0,910903,6442177,24995524,001radsns314rpmi7951,0.0825118050294821,0.0014721685471066,-3.8145,0.732500000000001,11.6409602638285,-28.4623633989022,-19.0085786236512,12.3220495930765
367,2533,"001, RAD",SNS-314,SK-MEL-2,2.0,905955,6442177,24995524,001radsns314skmel2,0.0200093957072291,0.0023497204424233,-2.2405,-5.39,-4.21009262967707,-24.6180384717815,-22.2222478700147,-3.19129110000823
368,2534,"001, RAD",SNS-314,SK-MEL-5,2.0,905956,6442177,24995524,001radsns314skmel5,0.0561615862998538,0.0005848653704864,11.4365,-13.014,-21.418263306597,-28.3707336469944,-25.4659259312566,-29.402082794024
369,2536,"001, RAD",SNS-314,UACC-257,2.0,905977,6442177,24995524,001radsns314uacc257,0.063266748050623,0.004,25.2915,9.35,6.21948762708292,15.1627945429381,0.426091493971968,0.186722389740219
394,2739,"001, RAD",TCS 401,A2058,1.0,906792,6442177,56972185,001radtcs401a2058,0.0581843055383125,4.26153134621078,32.938,18.0175,9.41297639105811,7.66457323263246,2.33225933695664,4.80033634560867
395,2753,"001, RAD",TCS 401,LOX IMVI,1.0,905974,6442177,56972185,001radtcs401loximvi,0.0205049892359701,7.26389370215941,8.0135,11.863,12.4119228448686,-23.033947563517,-10.287680899603,17.589568564948
396,2757,"001, RAD",TCS 401,RPMI7951,1.0,910903,6442177,56972185,001radtcs401rpmi7951,0.0825003725836419,8.333333,10.933,22.07,20.258521595097,1.21087486510538,1.87295875143544,36.5491152903111
397,2759,"001, RAD",TCS 401,SK-MEL-2,1.0,905955,6442177,56972185,001radtcs401skmel2,0.0200099310888505,0.85262232563095,20.2875,2.3155,-5.7169655107973,-13.3179741579214,-3.24742383082451,-7.34149949164209
398,2760,"001, RAD",TCS 401,SK-MEL-5,1.0,905956,6442177,56972185,001radtcs401skmel5,0.0692320120719972,5.10826182723475,40.215,45.3355,11.9072702405304,2.54047132622255,10.8847966634028,38.8539249535031
399,2762,"001, RAD",TCS 401,UACC-257,1.0,905977,6442177,56972185,001radtcs401uacc257,0.0611705268160426,7.28205194720003,10.944,25.867,29.9770305371132,2.11099567212948,14.8027503854636,54.9054037130521
434,3064,"001, RAD",XL147,A2058,2.0,906792,6442177,56599306,001radxl147a2058,0.0521402428938548,2.79402456441196,33.544,11.1625,3.50510119513558,7.75282452894968,-7.44090298486594,-6.8630695847024
435,3087,"001, RAD",XL147,LOX IMVI,2.0,905974,6442177,56599306,001radxl147loximvi,0.0205071371807075,3.27886662413555,0.828,-19.3745,-10.0145814250882,-50.7328135846273,-41.6231445525574,-41.1049393124865
436,3091,"001, RAD",XL147,RPMI7951,2.0,910903,6442177,56599306,001radxl147rpmi7951,0.0519179469021391,1.48497409107417,5.287,9.04,11.6873046502038,-18.0348816195985,-27.5510081648363,3.43186514994938
437,3093,"001, RAD",XL147,SK-MEL-2,2.0,905955,6442177,56599306,001radxl147skmel2,0.0200091817580039,4.0,-5.943,-5.009,3.21026583204979,-38.5507592254301,-28.481051555052,-6.13993858521729
438,3094,"001, RAD",XL147,SK-MEL-5,2.0,905956,6442177,56599306,001radxl147skmel5,0.0561606967725092,2.36239138823269,27.5215,27.296,-2.14586168343616,-7.2643029845146,3.38260755712867,18.8035166724707
439,3096,"001, RAD",XL147,UACC-257,2.0,905977,6442177,56599306,001radxl147uacc257,0.0623888907977401,2.06909478746843,6.138,5.5805,-6.09321688836171,-10.3697491116516,-7.59839994852483,4.95673848653285
450,3151,1-BETA-D-XYLOFURANOSYLURACIL,717906-29-1,A-673,1.0,684052,11064619,11598628,1betadxylofuranosyluracil717906291a673,0.139943223585655,3.68897107515397,40.22,25.4665,-2.30845501593201,-13.3028796612243,-3.06448138295952,-3.61758544994801
1170,7019,10402-53-6,TEMOZOLOMIDE,T98G,3.0,687586,73356,5394,10402536temozolomidet98g,2.23606797749e-05,0.0002,18.2870358405482,6.70739531489359,-3.8692682135583,0.894343927909169,0.894446409810101,-3.86926821345831
1182,7051,1096708-71-2,717906-29-1,A-673,1.0,684052,25161177,11598628,1096708712717906291a673,1.15567913501894,2.83038237742521,37.7555,28.591,4.42662654376409,-6.27205797387143,0.0082347969812697,5.82959936809718
1186,7057,110025-28-0,717906-29-1,A-673,1.0,684052,3035980,11598628,110025280717906291a673,1.19191103141891,1.86416750819512,20.0325,7.517499999999998,2.03818629922827,-15.561373423296,-6.20201504510278,-0.412545187580789
1188,7063,1111636-35-1,TEMOZOLOMIDE,T98G,1.0,687586,53356806,5394,1111636351temozolomidet98g,2.23606797749e-05,0.0002,28.1568815593908,26.853779200564556,22.9789416568419,10.7641896467518,10.7642921286527,22.9789416569419
1192,7071,1124329-14-1,CHEMBL3103192,COLO 205,1.0,905961,56973724,56946894,1124329141chembl3103192colo205,0.386882521616831,0.0031095635326528,53.6085,33.6335,1.9237120243119,-29.7072311479315,1.70753047906575,2.68659117676147
1193,7073,1124329-14-1,CHEMBL3103192,HCT116,1.0,905936,56973724,56946894,1124329141chembl3103192hct116,1.0,0.0013628996476577,46.9685,33.291,0.097392180512717,-24.1463041759446,2.06777357655605,-1.03531014047885
1194,7074,1124329-14-1,CHEMBL3103192,HT29,1.0,905939,56973724,56946894,1124329141chembl3103192ht29,2.69169524885003,0.01,61.0235,55.2485,0.170400820989162,-48.8040338067776,0.288539116680373,0.0341087500513009
1195,7079,1124329-14-1,CHEMBL3103192,RKO,1.0,909698,56973724,56946894,1124329141chembl3103192rko,0.374764077453703,0.0086305056473052,25.0845,22.4155,4.72073191407496,-42.5735553561149,1.34071613545381,2.73226962453107
1196,7080,1124329-14-1,CHEMBL3103192,SW-620,1.0,905962,56973724,56946894,1124329141chembl3103192sw620,0.0557010161683699,0.0055270955013178,53.6255,32.444,3.81803096768459,-46.5473187941971,5.55167944315254,4.22351326710913
1197,7083,1124329-14-1,CHEMBL3103192,SW837,1.0,909755,56973724,56946894,1124329141chembl3103192sw837,1.57789200520688,0.0010031623511713,38.229,24.892,-1.8352906815596,-0.21099844431512,-1.84357998799396,-5.11381482539395
1326,7909,112648-68-7,TCS 401,A2058,1.0,906792,104794,56972185,112648687tcs401a2058,0.354730077658516,7.55043513820182,17.787,-3.6995,-4.04629788552265,-9.28281219560075,-15.2322486571781,-16.9569308616108
1327,7923,112648-68-7,TCS 401,LOX IMVI,1.0,905974,104794,56972185,112648687tcs401loximvi,1.71212907829,7.2542629062829,9.812,26.5515,12.6171898552356,-19.1496519853459,-6.76529038951759,32.2655445994801
1328,7928,112648-68-7,TCS 401,SK-MEL-28,1.0,905954,104794,56972185,112648687tcs401skmel28,1.32570352187761,5.54360587772647,25.1895,32.846,16.5149143205192,12.7485311284878,18.4344797281027,34.6221401821418
1329,7929,112648-68-7,TCS 401,SK-MEL-5,1.0,905956,104794,56972185,112648687tcs401skmel5,1.45733020896554,5.10872401558506,21.032,49.1065,29.837793614428,-7.18343212821366,12.8775910472245,76.8915232865555
1330,7931,112648-68-7,TCS 401,UACC-257,1.0,905977,104794,56972185,112648687tcs401uacc257,1.64474592758195,7.28235792181548,8.9495,11.591,10.3204899041002,6.14418050967586,-14.6002327125048,12.508939500484
1331,7932,112648-68-7,TCS 401,UACC62,1.0,905976,104794,56972185,112648687tcs401uacc62,1.31657046290077,4.59474338677694,8.3405,3.6605,0.999965016275332,-15.9985926515638,-9.7040306134498,-0.166609173991763
1335,7980,1155877-97-6,717906-29-1,A-673,2.0,684052,57703712,11598628,1155877976717906291a673,3.89229641345591,4.72788896661668,45.4065,40.0945,10.0327701352315,-6.79488824524961,-1.16246358595808,5.39493075675245
1337,7984,1161205-04-4,TEMOZOLOMIDE,T98G,1.0,687586,44191096,5394,1161205044temozolomidet98g,2.23606797749e-05,0.0002,4.78548877570471,2.337429894978361,-2.2840889966153,-12.6072031369343,-12.6071006550334,-2.2840889965153
1341,8072,1174046-72-0,717906-29-1,A-673,1.0,684052,44155856,11598628,1174046720717906291a673,1.30249402357926,2.26354646539992,32.9555,21.134,1.51344431712309,-6.67794685205174,-6.2116251383725,-1.55874623833504
1343,8077,1174046-72-0,TEMOZOLOMIDE,T98G,1.0,687586,44155856,5394,1174046720temozolomidet98g,2.23606797749e-05,0.0002,52.1964971187716,43.03552737770607,34.0361956753537,34.8038052061326,34.8039076880335,34.0361956754537
3744,10883,1222781-70-5,TEMOZOLOMIDE,T98G,2.0,687586,44247466,5394,1222781705temozolomidet98g,2.23606797749e-05,0.0002,24.114075573655,12.042442276772933,1.14492654255058,6.72138366101597,6.7214861429169,1.14492654265058
3748,10917,1224844-38-5,CHEMBL3348931,L-1236,2.0,1330935,45375953,73265377,1224844385chembl3348931l1236,0.0242943372095028,0.0569032308002909,2.812,71.9035,123.017265341704,-21.762895007724,-6.20484384097524,123.03294579625
3749,10927,1224844-38-5,COBIMETINIB (R-ENANTIOMER),RD,1.0,909264,45375953,16222097,1224844385cobimetinibrenantiomerrd,0.0352603277741349,0.0423694749261538,48.095,38.865,18.9272874463189,6.81941997282664,8.30396470735847,16.8544587411215
3750,10930,1224844-38-5,CUDC-907,L-1236,1.0,1330935,45375953,54575456,1224844385cudc907l1236,0.1,0.0063223178083135,62.843,101.6175,85.3528883122677,-30.9833526351245,6.27649446394714,78.9441809803988
3751,10944,1224844-38-5,NCGC00162423-03,L-1236,3.0,1330935,45375953,57519508,1224844385ncgc0016242303l1236,0.0217313705902066,0.0078668628501148,-41.9925,36.1175,171.164502023852,5.24752367652084,8.74476999243122,166.216781684342
3756,10970,1231930-82-7,TEMOZOLOMIDE,T98G,1.0,687586,71576678,5394,1231930827temozolomidet98g,2.23606797749e-05,0.0002,85.0430053977962,40.84958481340735,9.00390295314037,13.9838008740678,14.0487536597566,9.00390295324037
3788,11194,1309805-49-9,717906-29-1,A-673,1.0,684052,57519543,11598628,1309805499717906291a673,0.0423052052690305,3.92223242083532,46.6465,32.5825,0.700544738105244,-11.6291807994417,-0.852789974214922,-0.468905241943354
3789,11197,1309805-49-9,957054-30-7,BT-549,1.0,905951,57519543,17755052,1309805499957054307bt549,0.276296348330176,0.295677685384732,23.31,22.112,5.79019716008009,-10.3677455336509,1.93222591115522,11.1681507616447
3790,11213,1309805-49-9,957054-30-7,HS 578T,1.0,905957,57519543,17755052,1309805499957054307hs578t,0.176373490018768,0.248883350285855,21.507,13.5245,3.22004142451893,-15.3044714327098,0.100465745678293,2.88278730953455
3791,11218,1309805-49-9,957054-30-7,MDA-MB-468,1.0,908123,57519543,17755052,1309805499957054307mdamb468,0.0424105615013065,0.154263298339622,8.6055,5.6145,-0.558255212715916,1.59197235110526,3.22831747769952,4.17755986966816
3792,11219,1309805-49-9,957054-30-7,MDAMB436,1.0,1240172,57519543,17755052,1309805499957054307mdamb436,0.0335745699402973,0.284355016192081,15.539,8.975,-0.33372547655967,-13.077592905873,-2.35674950439969,-1.19091001614823
3793,11257,1309805-49-9,AZD2014,BT-549,1.0,905951,57519543,25262792,1309805499azd2014bt549,0.952923193668367,0.33079904305113,32.5465,25.4995,5.44386306300872,-3.61305953492009,4.24373930117365,8.69439275256345
3794,11273,1309805-49-9,AZD2014,HS 578T,1.0,905957,57519543,25262792,1309805499azd2014hs578t,1.0,0.241968585480288,29.072,22.0665,6.89409942823194,-18.6383260186272,-0.111175180070284,6.03929204537047
3795,11278,1309805-49-9,AZD2014,MDA-MB-468,1.0,908123,57519543,25262792,1309805499azd2014mdamb468,0.0941633825464927,0.0164057311624563,11.3535,2.0225,-6.46155147514284,-0.510178663543101,0.19137697495979,-3.19961049607615
3796,11279,1309805-49-9,AZD2014,MDAMB436,1.0,1240172,57519543,25262792,1309805499azd2014mdamb436,0.973041854532837,0.18138103026159,33.195,20.929,2.00030482615734,-7.43961594893769,0.592492955864453,2.46710767949611
3801,11317,1309805-49-9,AZD5363,BT-549,1.0,905951,57519543,25227436,1309805499azd5363bt549,0.717660699963753,0.274378296287289,22.018,21.389,6.53094776187777,3.2084185405663,5.708408493739,11.9067830344553
3802,11333,1309805-49-9,AZD5363,HS 578T,1.0,905957,57519543,25227436,1309805499azd5363hs578t,0.102427835009282,0.29157923509069,22.8015,15.5685,-1.41902720357973,-8.0060130530707,0.0121228049110203,1.23648750097657
3803,11338,1309805-49-9,AZD5363,MDA-MB-468,1.0,908123,57519543,25227436,1309805499azd5363mdamb468,0.0912438034568117,1.0,29.364,20.8465,-5.35468700985754,-4.2021976277422,1.42005704271859,-1.34819166532799
3804,11339,1309805-49-9,AZD5363,MDAMB436,1.0,1240172,57519543,25227436,1309805499azd5363mdamb436,0.03462006075804,0.399887487054544,12.0645,12.3405,-0.983197952309859,-5.21825119753202,1.18736680155415,5.06973513402902
3809,11379,1309805-49-9,MK-2206,BT-549,1.0,905951,57519543,24964624,1309805499mk2206bt549,0.101516840094723,1.0,38.175,18.185,-8.01343914583754,-6.90476098621368,-2.9402782042203,-9.32389810229942
3810,11395,1309805-49-9,MK-2206,HS 578T,1.0,905957,57519543,24964624,1309805499mk2206hs578t,0.114285712041013,0.190857094144259,20.698,11.313,-2.50935040138523,-4.96279590212151,0.792091280994328,0.58323377057752
3811,11400,1309805-49-9,MK-2206,MDA-MB-468,1.0,908123,57519543,24964624,1309805499mk2206mdamb468,0.0830405194979985,0.583681551603832,20.6615,11.664,-8.78921812722017,-2.33184778365525,0.15957164443814,-2.71665645675876
3812,11401,1309805-49-9,MK-2206,MDAMB436,1.0,1240172,57519543,24964624,1309805499mk2206mdamb436,0.189837350482535,0.169253684125168,6.679,0.8105,-5.75160412755099,-4.77414676282517,-2.39957105952933,-4.29797017732869
3814,11411,1309805-49-9,SELUMETINIB,BT-549,1.0,905951,57519543,10127622,1309805499selumetinibbt549,1.0,0.0182237549142116,11.0665,1.3245,-6.12570742268773,0.560258894769606,0.419803227755804,-3.49989145776455
3815,11427,1309805-49-9,SELUMETINIB,HS 578T,1.0,905957,57519543,10127622,1309805499selumetinibhs578t,0.0805937571432705,1.0,24.4415,15.1155,-3.38659994305773,-0.669064810868949,3.93622561330827,1.02868437551291
3816,11432,1309805-49-9,SELUMETINIB,MDA-MB-468,1.0,908123,57519543,10127622,1309805499selumetinibmdamb468,0.178851177309941,0.289027984282553,12.6295,17.2365,4.94602340667717,9.21906548022665,11.1642336471705,19.2328886312985
3817,11433,1309805-49-9,SELUMETINIB,MDAMB436,1.0,1240172,57519543,10127622,1309805499selumetinibmdamb436,1.0,0.949017062845606,32.3415,21.9465,2.03596292088868,-7.86547320461202,-0.807702134403652,1.85799846338345
3831,11460,1338259-05-4,717906-29-1,A-673,1.0,684052,53239854,11598628,1338259054717906291a673,1.91089161765082,3.88850173886629,49.5725,33.924499999999995,1.29632503154018,-11.2642605169643,-0.6699623016427,-1.11359502215651
3840,11475,1370261-97-4,TEMOZOLOMIDE,T98G,2.0,687586,56948527,5394,1370261974temozolomidet98g,2.23606797749e-05,0.0002,64.2067196846349,44.32423318074726,28.3328834981836,41.8138671757148,41.8343361075977,28.3328834982836
3841,11476,1392399-03-9,TEMOZOLOMIDE,T98G,1.0,687586,46945860,5394,1392399039temozolomidet98g,2.23606797749e-05,0.0002,92.6550655390788,80.55510098142697,69.6391090661673,75.2623736264398,75.2624761083407,69.6391090662673
3843,11478,1421227-52-2,717906-29-1,A-673,1.0,684052,72551586,11598628,1421227522717906291a673,0.160634432975692,3.17568082243305,76.239,46.846500000000006,8.84840875543026,-1.48907489408595,6.20543492892249,9.13146149410211
3846,11485,1431985-92-0,TEMOZOLOMIDE,T98G,2.0,687586,46173038,5394,1431985920temozolomidet98g,2.23606797749e-05,0.0002,20.4696354403388,23.869042209206498,23.0609375821322,3.07694352769977,3.0770460096007,23.0609375822322
3847,11486,143945-86-2,717906-29-1,A-673,1.0,684052,6604437,11598628,143945862717906291a673,0.0140297701246285,3.97541394781662,42.719,27.408500000000004,-0.364192886067674,-11.2894829040954,-1.35346214218124,-2.4438055255132
4493,14713,15(S)-FLUPROSTENOL ISOPROPYL ESTER,717906-29-1,A-673,1.0,684052,51652821,11598628,15sfluprostenolisopropylester717906291a673,1.72469771737098e-08,3.06817903491529,40.894,23.259,-2.39260727175916,-4.72069851390604,0.24153002831436,-2.12268270479532
4612,14864,158798-73-3,55-86-7,786-0,2.0,905947,400633,4033,158798733558677860,6.04669124787815,1.02366391071262,16.1125,7.15,-2.11046925385575,-14.8721827619366,1.3881254924,1.31837816959249
4613,14865,158798-73-3,55-86-7,A498,2.0,905948,400633,4033,15879873355867a498,9.34686738304727,1.18652465643484,14.8905,12.484,-6.12316408684275,-5.09789452273864,-0.353585622144069,-0.720301338055311
4614,14866,158798-73-3,55-86-7,A549,2.0,905949,400633,4033,15879873355867a549,12.3372485854691,1.03768630453151,19.0045,10.7505,-2.76795685710396,-28.1315504590269,-1.42125012220513,0.666214543039511
4615,14867,158798-73-3,55-86-7,ACHN,2.0,905950,400633,4033,15879873355867achn,0.63257571305945,0.692646418025001,33.531,21.9365,0.792392196846227,-34.6573652450095,2.9656866455076,2.86278215732964
4616,14868,158798-73-3,55-86-7,BT-549,2.0,905951,400633,4033,15879873355867bt549,20.0,5.0,21.182,13.427,-7.53196469578578,-16.9105055783014,-1.7845672,-4.84932104657811
4617,14869,158798-73-3,55-86-7,CAKI-1,2.0,905963,400633,4033,15879873355867caki1,11.1345698780317,1.01084808252767,16.592,8.758499999999998,-4.05070546719212,-12.5704587930525,0.784446074798237,0.55855413447008
4618,14870,158798-73-3,55-86-7,CCRF-CEM,2.0,905952,400633,4033,15879873355867ccrfcem,1.50103157070975,0.688384202875536,21.554,8.136999999999999,2.16010101629352,-48.2965153508038,-3.99333170297956,2.57075112845462
4619,14871,158798-73-3,55-86-7,COLO 205,2.0,905961,400633,4033,15879873355867colo205,3.1099309394295,0.631181561628016,28.9215,14.876000000000005,-1.27314630454248,-20.8203734760757,-2.07874159177602,-2.94427405975564
4620,14872,158798-73-3,55-86-7,DU-145,2.0,905935,400633,4033,15879873355867du145,10.8261782352152,1.22252374184001,23.452,14.0975,-0.494617185960729,-10.6642890309933,-2.22134708888889,-0.76388855076543
4621,14873,158798-73-3,55-86-7,EKVX,2.0,905970,400633,4033,15879873355867ekvx,9.02081520511133,1.43291558719334,2.5685,2.359,0.17527110659853,-4.31109816200675,-2.10076327777778,1.20883714245417
4622,14874,158798-73-3,55-86-7,HCC-2998,2.0,905971,400633,4033,15879873355867hcc2998,0.51563151698784,0.623187858128133,11.3035,4.6035,-1.33529947864938,-15.6479139908428,0.75654386273349,2.21635699342212
4623,14875,158798-73-3,55-86-7,HCT-15,2.0,905937,400633,4033,15879873355867hct15,11.2830180535428,5.0,43.2175,29.3765,-2.89673846868571,-25.5210359117279,-1.66540825844269,-3.62032099037179
4624,14876,158798-73-3,55-86-7,HCT116,2.0,905936,400633,4033,15879873355867hct116,12.9525971612738,0.670550299363987,29.2905,14.421500000000002,2.86728968829583,-32.564754894446,0.181415231553324,1.67416867503379
4625,14878,158798-73-3,55-86-7,HOP-62,2.0,905972,400633,4033,15879873355867hop62,20.0,1.36034637360064,10.0135,11.4035,1.11249423727509,-4.89373445282919,0.542569913556388,7.63607497289527
4626,14879,158798-73-3,55-86-7,HOP-92,2.0,905973,400633,4033,15879873355867hop92,0.582312814064956,0.556043421481725,23.453,15.715,-0.735121731124692,-16.8891994196916,1.75320874444444,4.48466594536284
4627,14880,158798-73-3,55-86-7,HS 578T,2.0,905957,400633,4033,15879873355867hs578t,1.77572796721986,0.388271134089242,-1.3035,-1.3675000000000002,0.14988486520612,-1.74394395847493,-1.51193435777778,-0.554948424790634
4628,14881,158798-73-3,55-86-7,HT29,2.0,905939,400633,4033,15879873355867ht29,1.79146548404178,0.784495918886155,15.534,12.417,1.93322156393848,-31.6955428223046,-3.97664882915203,5.21250933751419
4629,14882,158798-73-3,55-86-7,IGROV1,2.0,905968,400633,4033,15879873355867igrov1,7.02401261002985,0.830094857675974,17.3915,11.729,-1.26094868015073,-12.0729144990507,-1.29458544444444,0.453893240765651
4630,14883,158798-73-3,55-86-7,K-562,2.0,905940,400633,4033,15879873355867k562,1.5832135345032,5.0,32.352,20.302,-10.4627061322835,-27.3316196187343,0.6967,-1.71394580560554
4631,14884,158798-73-3,55-86-7,KM12,2.0,905989,400633,4033,15879873355867km12,11.6793617668704,0.783069584444345,18.9805,9.241,-9.34426155140762,-19.708112131591,0.740988307177933,-0.001111610015728
4632,14885,158798-73-3,55-86-7,LOX IMVI,2.0,905974,400633,4033,15879873355867loximvi,0.855008267848649,1.25279707345001,21.5155,11.7055,-9.1161148304213,-0.0650693997281525,0.177812,-2.19420478766491
4633,14886,158798-73-3,55-86-7,M14,2.0,905975,400633,4033,15879873355867m14,10.393771014274,0.842265867050854,1.761,-0.2580000000000002,-3.69205130499718,-5.99090493319121,-6.53019377777778,-5.74779271510785
